"Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
2006-12-16,"20:29:00",3.5401,0.076,234.6,13.8,0,0,17
2006-12-16,"20:30:00",3.5372,0.076,234.54,13.8,0,0,17
2006-12-16,"20:31:00",3.264,0.076,234.6,13.8,0,0,16
2006-12-16,"20:32:00",3.53065,0.076,233.77,13.8,0,0,17
2006-12-16,"20:33:00",3.228,0.078,233.5,13.8,0,0,17
2006-12-16,"20:34:00",3.5302,0.078,233.27,13.8,0,0,17
2006-12-16,"20:35:00",3.5308,0.078,233.37,13.8,0,0,16
2006-12-16,"20:36:00",3.206,0.078,232.64,13.6,0,0,17
2006-12-16,"20:37:00",3.5303,0.08,231.95,13.6,0,0,16
2006-12-16,"20:38:00",3.53005,0.08,232.21,13.6,0,0,17
2006-12-16,"20:39:00",3.204,0.078,232.5,13.6,0,0,16
2006-12-16,"20:40:00",3.232,0.078,233.63,13.8,0,0,17
2006-12-16,"20:41:00",3.254,0.074,234.43,13.8,0,0,17
2006-12-16,"20:42:00",3.53525,0.05,234.63,14.4,0,0,17
2006-12-16,"20:43:00",3.53915,0.048,235.05,14.2,0,0,17
2006-12-16,"20:44:00",3.54345,0.048,234.96,14.2,0,0,17
2006-12-16,"20:45:00",3.386,0.05,235.77,14.2,0,0,17
2006-12-16,"20:46:00",3.5515,0.146,236.76,14.8,0,0,17
2006-12-16,"20:47:00",3.426,0.146,234.59,14.6,0,0,17
2006-12-16,"20:48:00",3.44,0.148,235.13,14.6,0,0,17
2006-12-16,"20:49:00",3.5597,0.146,235.14,14.6,0,0,17
2006-12-16,"20:50:00",3.454,0.15,235.75,14.6,0,0,17
2006-12-16,"20:51:00",3.56155,0.15,235.69,14.6,0,0,17
2006-12-16,"20:52:00",3.56355,0.154,236.86,14.6,0,0,17
2006-12-16,"20:53:00",3.474,0.152,236.72,14.6,0,0,17
2006-12-16,"20:54:00",3.456,0.15,236.05,14.6,0,0,17
2006-12-16,"20:55:00",1.832,0.17,237.54,8.4,0,0,17
2006-12-16,"20:56:00",3.49645,0.102,237.44,9.4,0,0,18
2006-12-16,"20:57:00",3.354,0,237,14,0,0,17
2006-12-16,"20:58:00",3.282,0.074,235.55,13.8,0,0,17
2006-12-16,"20:59:00",3.308,0.074,236.51,14,0,0,17
2006-12-16,"21:00:00",3.314,0.072,236.76,14,0,0,17
2006-12-16,"21:01:00",3.306,0.072,237.11,13.8,0,0,17
2006-12-16,"21:02:00",1.692,0.054,238.72,7.8,0,0,18
2006-12-16,"21:03:00",3.342,0.07,237.66,14,0,0,17
2006-12-16,"21:04:00",3.354,0.07,238.2,14,0,0,17
2006-12-16,"21:05:00",3.334,0.072,237.46,14,0,0,18
2006-12-16,"21:06:00",3.33,0.072,237.36,14,0,0,17
2006-12-16,"21:07:00",2.74,0.064,238.13,12,0,0,17
2006-12-16,"21:08:00",3.4254,0.06,237.74,10,0,0,18
2006-12-16,"21:09:00",3.42715,0.07,237.26,14,0,0,17
2006-12-16,"21:10:00",3.4291,0.07,237.69,14,0,0,17
2006-12-16,"21:11:00",3.43015,0.072,236.44,14,0,0,17
2006-12-16,"21:12:00",3.4253,0.072,236.23,13.2,0,0,17
2006-12-16,"21:13:00",1.766,0.058,237.7,8.2,0,0,18
2006-12-16,"21:14:00",3.376,0,235.73,14.2,0,0,17
2006-12-16,"21:15:00",3.3973,0.052,236.51,14.4,0,0,17
2006-12-16,"21:16:00",3.426,0.054,237.11,14.4,0,0,17
2006-12-16,"21:17:00",3.42,0.054,237.06,14.4,0,0,17
2006-12-16,"21:18:00",1.876,0.074,238.63,8.6,0,0,18
2006-12-16,"21:19:00",3.442,0.056,237.58,14.4,0,0,17
2006-12-16,"21:20:00",3.3861,0.054,236.87,14.4,0,0,17
2006-12-16,"21:21:00",3.412,0.056,236.94,14.4,0,0,17
2006-12-16,"21:22:00",3.3692,0.068,238.17,11.4,0,0,18
2006-12-16,"21:23:00",3.3554,0.062,237.42,12.4,0,0,17
2006-12-16,"21:24:00",3.3565,0.054,236.91,14.4,0,0,17
2006-12-16,"21:25:00",3.35665,0.052,236.24,14.2,0,0,17
2006-12-16,"21:26:00",3.3412,0.06,237.17,12.6,0,0,17
2006-12-16,"21:27:00",1.848,0.112,238.59,8.4,0,0,18
2006-12-16,"21:28:00",3.494,0.144,237.43,14.6,0,0,17
2006-12-16,"21:29:00",3.42,0,237.73,14.2,0,0,17
2006-12-16,"21:30:00",3.226,0,237.2,13.8,0,0,18
2006-12-16,"21:31:00",1.948,0,238.41,9,0,0,17
2006-12-16,"21:32:00",3.392,0,236.6,14.2,0,0,17
2006-12-16,"21:33:00",3.368,0,236.12,14.2,0,0,17
2006-12-16,"21:34:00",3.25255,0,236.54,14.2,0,0,17
2006-12-16,"21:35:00",3.25355,0,238.48,8.6,0,0,18
2006-12-16,"21:36:00",3.212,0,237.27,13.6,0,0,17
2006-12-16,"21:37:00",3.346,0,237.06,14,0,0,17
2006-12-16,"21:38:00",3.308,0.072,236.49,14,0,0,17
2006-12-16,"21:39:00",3.302,0.072,236.28,13.8,0,0,17
2006-12-16,"21:40:00",2.36,0.064,236.89,10.8,0,0,18
2006-12-16,"21:41:00",2.652,0.046,236.64,11.8,0,0,17
2006-12-16,"21:42:00",3.28535,0,236.58,14.2,0,1,17
2006-12-16,"21:43:00",3.28675,0,236.83,14.2,0,2,17
2006-12-16,"21:44:00",3.424,0.046,237.75,14.4,0,1,17
2006-12-16,"21:45:00",3.25165,0.066,239.69,8.4,0,2,18
2006-12-16,"21:46:00",3.25,0.082,238.95,13.8,0,1,17
2006-12-16,"21:47:00",3.502,0.172,236.46,14.8,0,1,18
2006-12-16,"21:48:00",3.484,0.17,235.98,14.6,0,2,17
2006-12-16,"21:49:00",3.478,0.168,235.85,14.6,0,1,17
2006-12-16,"21:50:00",1.696,0.194,238.19,7.6,0,2,17
2006-12-16,"21:51:00",3.494,0.17,236.28,14.8,0,1,17
2006-12-16,"21:52:00",3.482,0.17,236.4,14.6,0,1,17
2006-12-16,"21:53:00",3.3222,0.17,236.46,14.6,0,2,17
2006-12-16,"21:54:00",3.32465,0.168,236.28,14.6,0,1,17
2006-12-16,"21:55:00",2.308,0.184,237.33,10.6,0,1,18
2006-12-16,"21:56:00",2.926,0.178,237.09,12.8,0,2,17
2006-12-16,"21:57:00",3.2858,0.17,236.39,14.6,0,1,17
2006-12-16,"21:58:00",3.48,0.17,236.75,14.6,0,1,17
2006-12-16,"21:59:00",3.454,0.168,235.73,14.6,0,2,17
2006-12-16,"22:00:00",3.32745,0.17,236.03,14.6,0,1,17
2006-12-16,"22:01:00",1.786,0.096,237.68,8.2,0,1,18
2006-12-16,"22:02:00",3.182,0,235.99,13.6,0,1,17
2006-12-16,"22:03:00",3.378,0,236.26,14.2,0,2,17
2006-12-16,"22:04:00",3.372,0,236.03,14.2,0,1,17
2006-12-16,"22:05:00",3.362,0,235.7,14.2,0,1,17
2006-12-16,"22:06:00",3.3209,0,236.08,13.4,0,1,17
2006-12-16,"22:07:00",1.614,0.056,237.31,7.4,0,0,17
2006-12-16,"22:08:00",3.358,0,236.14,14.2,0,0,17
2006-12-16,"22:09:00",3.388,0,236.61,14.2,0,0,17
2006-12-16,"22:10:00",3.315,0,236.93,14.2,0,0,17
2006-12-16,"22:11:00",3.33655,0,237.97,12.4,0,0,18
2006-12-16,"22:12:00",2.18,0,238.02,10,0,0,17
2006-12-16,"22:13:00",3.3063,0,236.06,14.2,0,0,17
2006-12-16,"22:14:00",3.305,0,234.45,14,0,0,17
2006-12-16,"22:15:00",2.778,0,235.31,12,0,0,9
2006-12-16,"22:16:00",2.358,0,237.1,9.8,0,0,0
2006-12-16,"22:17:00",0.96,0.054,238.68,5.6,0,0,0
2006-12-16,"22:18:00",1.606,0,238.76,7.8,0,0,0
2006-12-16,"22:19:00",3.1803,0,238.59,9.8,0,0,0
2006-12-16,"22:20:00",3.182,0.068,238.87,10,0,0,0
2006-12-16,"22:21:00",3.16765,0.072,238.97,9.2,0,0,0
2006-12-16,"22:22:00",0.78,0.09,239.93,4.6,0,0,0
2006-12-16,"22:23:00",2.426,0.068,239.05,10,0,0,0
2006-12-16,"22:24:00",2.412,0.066,238.46,10,0,0,0
2006-12-16,"22:25:00",3.06695,0.07,239.68,10,0,0,0
2006-12-16,"22:26:00",1.53,0.084,240.72,7.6,0,0,0
2006-12-16,"22:27:00",1.388,0.086,240.87,7.2,0,0,0
2006-12-16,"22:28:00",2.9446,0.07,239.71,10,0,0,0
2006-12-16,"22:29:00",2.91835,0.072,239.89,10,0,0,0
2006-12-16,"22:30:00",2.93565,0.07,239.48,10,0,0,0
2006-12-16,"22:31:00",2.8577,0.1,241.64,1.6,0,0,0
2006-12-16,"22:32:00",2.8257,0.074,240.07,9.6,0,0,0
2006-12-16,"22:33:00",2.79945,0.07,239.77,10,0,0,0
2006-12-16,"22:34:00",2.346,0.052,240.05,9.6,0,0,0
2006-12-16,"22:35:00",2.76145,0.054,239.75,8.6,0,0,0
2006-12-16,"22:36:00",2.6979,0,240.58,2.4,0,0,0
2006-12-16,"22:37:00",2.334,0.06,239.2,9.6,0,0,0
2006-12-16,"22:38:00",2.64045,0.06,238.84,9.6,0,0,0
2006-12-16,"22:39:00",2.61175,0.062,238.39,9.6,0,0,0
2006-12-16,"22:40:00",2.5828,0.064,238.39,9.6,0,0,0
2006-12-16,"22:41:00",0.436,0,241.06,2.8,0,0,0
2006-12-16,"22:42:00",1.584,0.05,240.89,7.8,0,0,0
2006-12-16,"22:43:00",2.328,0.062,239.46,9.6,0,0,0
2006-12-16,"22:44:00",2.326,0.062,239.27,9.6,0,0,0
2006-12-16,"22:45:00",2.431,0.06,239.57,9.6,0,0,0
2006-12-16,"22:46:00",1.846,0.054,239.99,8.4,0,0,0
2006-12-16,"22:47:00",2.3661,0,242.04,1.2,0,0,0
2006-12-16,"22:48:00",2.342,0.06,239.89,9.8,0,0,0
2006-12-16,"22:49:00",2.392,0,239.91,10,0,0,0
2006-12-16,"22:50:00",2.29135,0,240.02,10,0,0,0
2006-12-16,"22:51:00",2.414,0,239.97,10,0,0,0
2006-12-16,"22:52:00",0.754,0.086,241.27,4.4,0,0,0
2006-12-16,"22:53:00",2.19705,0.178,238.64,7.4,0,0,0
2006-12-16,"22:54:00",2.1756,0.162,237.47,10.4,0,0,0
2006-12-16,"22:55:00",2.168,0.164,238.05,10.4,0,0,0
2006-12-16,"22:56:00",2.488,0.168,239.03,10.4,0,0,0
2006-12-16,"22:57:00",2.1925,0.182,240.28,8.6,0,0,0
2006-12-16,"22:58:00",0.674,0.2,241.36,4,0,0,0
2006-12-16,"22:59:00",2.17155,0.094,239.42,10.2,0,0,0
2006-12-16,"23:00:00",2.1711,0.068,238.9,10,0,0,0
2006-12-16,"23:01:00",2.17945,0.07,239.13,10,0,0,0
2006-12-16,"23:02:00",2.2151,0.072,239.37,9.4,0,0,0
2006-12-16,"23:03:00",2.1637,0.1,241.58,1.6,0,0,0
2006-12-16,"23:04:00",2.104,0.076,240.11,9.2,0,0,0
2006-12-16,"23:05:00",2.1554,0.068,238.73,10,0,0,0
2006-12-16,"23:06:00",2.418,0.07,239.52,10,0,0,0
2006-12-16,"23:07:00",2.342,0,239.74,9.6,0,0,0
2006-12-16,"23:08:00",2.1724,0.046,240.96,6.8,0,0,0
2006-12-16,"23:09:00",0.852,0,241.64,5.2,0,0,0
2006-12-16,"23:10:00",2.1318,0.06,240.05,9.6,0,0,0
2006-12-16,"23:11:00",2.336,0.06,240.07,9.6,0,0,0
2006-12-16,"23:12:00",2.334,0.06,239.99,9.6,0,0,0
2006-12-16,"23:13:00",2.1816,0.06,239.74,9.6,0,0,0
2006-12-16,"23:14:00",1.038,0,241.17,6,0,0,0
2006-12-16,"23:15:00",2.11065,0,242.39,2.4,0,0,0
2006-12-16,"23:16:00",2.35,0.06,240.41,9.6,0,0,0
2006-12-16,"23:17:00",2.1601,0.06,240.5,9.6,0,0,0
2006-12-16,"23:18:00",2.346,0.06,240.55,9.6,0,0,0
2006-12-16,"23:19:00",1.834,0.052,240.97,8.4,0,0,0
2006-12-16,"23:20:00",2.12185,0.046,241.58,6.6,0,0,0
2006-12-16,"23:21:00",2.1695,0.06,240.21,9.6,0,0,0
2006-12-16,"23:22:00",2.18825,0.06,239.98,9.6,0,0,0
2006-12-16,"23:23:00",1.666,0.052,240.65,8,0,0,0
2006-12-16,"23:24:00",2.1435,0,241.68,6.6,0,0,0
2006-12-16,"23:25:00",2.1439,0.058,240.7,9.6,0,0,0
2006-12-16,"23:26:00",2.1577,0,240.7,9.8,0,0,0
2006-12-16,"23:27:00",2.444,0.072,240.11,10.2,0,0,0
2006-12-16,"23:28:00",2.1633,0.098,241.71,2,0,0,0
2006-12-16,"23:29:00",2.16435,0.072,240.13,10,0,0,0
2006-12-16,"23:30:00",2.502,0.136,240.24,10.4,0,0,0
2006-12-16,"23:31:00",2.16915,0.176,240.53,10.4,0,0,0
2006-12-16,"23:32:00",1.516,0.19,241.36,7.6,0,0,0
2006-12-16,"23:33:00",1.498,0.188,241.02,7.6,0,0,0
2006-12-16,"23:34:00",2.19115,0.174,240.06,10.4,0,0,0
2006-12-16,"23:35:00",2.504,0.174,240.09,10.4,0,0,0
2006-12-16,"23:36:00",2.492,0.172,239.49,10.4,0,0,0
2006-12-16,"23:37:00",0.814,0.204,242.16,4.8,0,0,0
2006-12-16,"23:38:00",2.304,0.18,240.95,9.8,0,0,0
2006-12-16,"23:39:00",2.53,0.182,241.74,10.4,0,0,0
2006-12-16,"23:40:00",2.2092,0,241.18,9.8,0,0,0
2006-12-16,"23:41:00",0.384,0,243.73,2.4,0,0,0
2006-12-16,"23:42:00",2.1626,0.058,241.48,9.8,0,0,0
2006-12-16,"23:43:00",2.358,0.058,241.13,9.6,0,0,0
2006-12-16,"23:44:00",2.2185,0.058,240.96,9.6,0,0,0
2006-12-16,"23:45:00",2.1688,0,242.94,2.4,0,0,0
2006-12-16,"23:46:00",2.1747,0.062,240.74,11,0,0,0
2006-12-16,"23:47:00",2.54,0.06,241.23,10.4,0,0,0
2006-12-16,"23:48:00",2.21125,0.058,241.79,10.8,0,0,0
2006-12-16,"23:49:00",2.2201,0,241.83,5.4,0,0,0
2006-12-16,"23:50:00",3.844,0.148,238.71,16.6,0,0,0
2006-12-16,"23:51:00",4.122,0.14,237.99,17.6,0,0,0
2006-12-16,"23:52:00",3.458,0,238.89,14.8,0,0,0
2006-12-16,"23:53:00",2.3219,0.05,240.26,9.2,0,0,0
2006-12-16,"23:54:00",2.31085,0,240.88,2.4,0,0,0
